epsilon [MeV/fm^3],p [MeV/fm^3],n [1/fm^3],mu [MeV]
2145.58835514741,1500.3364544238066,1.4076929841934192,2590.
2146.316133460496,1501.0403711541558,1.4079739485820795,2590.5
2147.0440570265123,1501.7444283691475,1.4082549241376248,2591.
2147.7721258308698,1502.4486260697022,1.4085358910552397,2591.5
2148.50033988987,1503.152964256738,1.4088168654720192,2592.
2149.2286992011545,1503.8574429311743,1.4090978427491643,2592.5
2149.957203752371,1504.562062093929,1.409378822815485,2593.
2150.68585356971,1505.2668217459213,1.4096597938338067,2593.5
2151.4146486249224,1505.9717218880683,1.409940784952032,2594.
2152.1435889483173,1506.6767625212892,1.4102217612671706,2594.5
2152.8726745171875,1507.3819436465014,1.4105027465349163,2595.
2153.60190534339,1508.0872652646221,1.4107837393079474,2595.5
2154.3312814200685,1508.79272737657,1.4110647243142007,2596.
2155.0608027612197,1509.498329983261,1.4113457147357134,2596.5
2155.790469358649,1510.2040730856138,1.4116267080612095,2597.
2156.52028121189,1510.9099566845443,1.411907697277199,2597.5
2157.250238327398,1511.61598078097,1.4121886937349684,2598.
2157.9803407080135,1512.322145375807,1.412469695059485,2598.5
2158.7105883434947,1513.028450469972,1.4127506926728832,2599.
2159.44098125144,1513.7348960643822,1.4130316960369633,2599.5
2160.171519420805,1514.4414821599526,1.4133126974256145,2600.
2160.90220284983,1515.1482087576,1.4135937012032862,2600.5
2161.6330315511236,1515.8550758582396,1.4138747058878318,2601.
2162.3640055120186,1516.5620834627875,1.414155717290681,2601.5
2163.09512474293,1517.2692315721592,1.4144367292014097,2602.
2163.82638923814,1517.9765201872701,1.414717744249069,2602.5
2164.5577990172064,1518.6839493090347,1.4149987587341692,2603.
2165.289354055826,1519.3915189383688,1.4152797722989112,2603.5
2166.021054368049,1520.0992290761865,1.4155607898921776,2604.
2166.7528999476785,1520.8070797234031,1.415841813530861,2604.5
2167.4848908099543,1521.5150708809329,1.4161228267413701,2605.
2168.2170269420276,1522.22320254969,1.4164038520784559,2605.5
2168.94930835113,1522.9314747305884,1.4166848807942982,2606.
2169.6817350271194,1523.6398874245424,1.4169659110788584,2606.5
2170.414306995564,1524.348440632466,1.417246935666122,2607.
2171.1470242299365,1525.0571343552724,1.4175279669342817,2607.5
2171.8798867463356,1525.7659685938747,1.4178089938274072,2608.
2172.6128945448986,1526.474943349187,1.4180900360943005,2608.5
2173.346047623112,1527.184058622122,1.4183710663781814,2609.
2174.079345986361,1527.893314413593,1.4186521047853118,2609.5
2174.8127896290284,1528.6027107245122,1.418933149009689,2610.
2175.5463785536413,1529.312247555793,1.4192141871403434,2610.5
2176.2801127702874,1530.021924908347,1.4194952333445259,2611.
2177.013992265288,1530.7317427830872,1.4197762731561758,2611.5
2177.7480170524445,1531.4417011809246,1.4200573194900252,2612.
2178.4821871191634,1532.151800102773,1.4203383696897143,2612.5
2179.2165024846236,1532.8620395495423,1.4206194239356504,2613.
2179.9509631337028,1533.572419522145,1.420900477192943,2613.5
2180.685569070425,1534.2829400214928,1.421181530697592,2614.
2181.4203203004754,1534.9936010484957,1.4214625896655657,2614.5
2182.155216821334,1535.7044026040667,1.4217436426893069,2615.
2182.8902586442455,1536.415344689115,1.4220247048781853,2615.5
2183.625445753248,1537.1264273045522,1.422305767130306,2616.
2184.3607781580067,1537.837650451289,1.4225868264656727,2616.5
2185.096255863412,1538.5490141302353,1.4228678996148019,2617.
2185.8318788637503,1539.260518342302,1.4231489580634205,2617.5
2186.5676471610545,1539.9721630883982,1.4234300356269753,2618.
2187.303560753146,1540.6839483694348,1.4237111064472163,2618.5
2188.0396196438232,1541.3958741863212,1.4239921741588464,2619.
2188.7758238469696,1542.1079405399669,1.4242732479381683,2619.5
2189.512173343303,1542.8201474312814,1.4245543301835493,2620.
2190.2486681419628,1543.5324948611737,1.4248354048549863,2620.5
2190.985308247129,1544.244982830554,1.4251164857580683,2621.
2191.7220936576373,1544.9576113403295,1.4253975617430859,2621.5
2192.4590243645703,1545.6703803914097,1.4256786457171855,2622.
2193.1961003880415,1546.3832899847034,1.4259597295103195,2622.5
2193.9333217151816,1547.0963401211188,1.4262408192987819,2623.
2194.6706883527604,1547.8095308015645,1.4265219154264621,2623.5
2195.4082002968166,1548.5228620269481,1.4268030002538712,2624.
2196.1458575472366,1549.2363337981778,1.427084089982813,2624.5
2196.8836601172025,1549.9499461161608,1.4273651833387604,2625.
2197.6216079936576,1550.6636989818053,1.4276462873468792,2625.5
2198.359701190006,1551.3775923960188,1.427927378333941,2626.
2199.09793969499,1552.0916263597082,1.4282084793647776,2626.5
2199.8363235087754,1552.8058008737803,1.4284895829602378,2627.
2200.574852642206,1553.5201159391427,1.4287706833345282,2627.5
2201.3135270953057,1554.2345715567012,1.4290517901010154,2628.
2202.052346869744,1554.9491677273636,1.4293328956436202,2628.5
2202.7913119593513,1555.6639044520352,1.429614013399081,2629.
2203.530422359967,1556.378781731623,1.4298951154070931,2629.5
2204.269678090322,1557.0937995670324,1.430176232743551,2630.
2205.009079137306,1557.8089579591697,1.4304573512460128,2630.5
2205.748625517408,1558.524256908941,1.4307384632645646,2631.
2206.488317211511,1559.2396964172513,1.4310195776112655,2631.5
2207.228154223637,1559.9552764850064,1.4313007003090967,2632.
2207.9681365768665,1560.6709971131108,1.4315818271049514,2632.5
2208.7082642459923,1561.3868583024705,1.4318629415006288,2633.
2209.4485372441873,1562.1028600539898,1.4321440750284824,2633.5
2210.1889555671587,1562.8190023685738,1.432425201576611,2634.
2210.9295192173468,1563.535285247127,1.432706330293115,2634.5
2211.6702282075644,1564.2517086905536,1.4329874616290221,2635.
2212.4110825153507,1564.968272699758,1.4332685926924031,2635.5
2213.1520821657223,1565.6849772756445,1.4335497228580596,2636.
2213.8932271402646,1566.4018224191168,1.4338308633961723,2636.5
2214.634517458444,1567.1188081310784,1.4341120013311226,2637.
2215.3759531018964,1567.8359344124333,1.434393139120701,2637.5
2216.1175340870022,1568.5532012640842,1.4346742777659756,2638.
2216.8592604032533,1569.2706086869357,1.4349554239775109,2638.5
2217.6011320631724,1569.98815668189,1.4352365652542445,2639.
2218.343149054013,1570.7058452498495,1.435517716774055,2639.5
2219.085311383527,1571.4236743917181,1.43579886214745,2640.
2219.827619057462,1572.141644108398,1.4360800174038764,2640.5
2220.570072071691,1572.8597544007912,1.436361165702482,2641.
2221.312670425358,1573.5780052698,1.4366423159643111,2641.5
2222.055414130253,1574.2963967163269,1.4369234719733803,2642.
2222.79830317487,1575.0149287412742,1.4372046313802214,2642.5
2223.541337562465,1575.7336013455424,1.4374857909441374,2643.
2224.2845172908305,1576.4524145300343,1.4377669558575403,2643.5
2225.0278423677764,1577.1713682956506,1.4380481218783343,2644.
2225.7713128025366,1577.8904626432927,1.4383292874880353,2644.5
2226.5149285713323,1578.6096975738624,1.4386104509452806,2645.
2227.2586896970756,1579.32907308826,1.438891615553376,2645.5
2228.0025961791703,1580.048589187386,1.4391727859601218,2646.
2228.7466480057124,1580.7682458721415,1.439453959439047,2646.5
2229.4908451811657,1581.4880431434267,1.439735137478473,2647.
2230.235187715415,1582.2079810021423,1.4400163084305555,2647.5
2230.9796756020683,1582.9280594491884,1.4402974899992704,2648.
2231.724308843446,1583.6482784854643,1.4405786628859107,2648.5
2232.469087430831,1584.3686381118705,1.4408598480348194,2649.
2233.214011389687,1585.0891383293065,1.4411410309545494,2649.5
2233.9590807044156,1585.8097791386708,1.4414222168312099,2650.
2234.704295372178,1586.530560540864,1.441703402691508,2650.5
2235.449655402088,1587.2514825367848,1.441984595462588,2651.
2236.1951607893257,1587.972545127332,1.442265778867522,2651.5
2236.9408115445303,1588.6937483134047,1.4425469751853244,2652.
2237.6866076557167,1589.415092095901,1.44282817086521,2652.5
2238.4325491299924,1590.1365764757202,1.4431093666975439,2653.
2239.178635976417,1590.8582014537596,1.4433905607790556,2653.5
2239.9248681794224,1591.5799670309184,1.4436717561958077,2654.
2240.6712457566737,1592.3018732080936,1.4439529603429078,2654.5
2241.417768692253,1593.023919986184,1.444234165361747,2655.
2242.164436999292,1593.7461073660866,1.444515363138553,2655.5
2242.911250678399,1594.4684353486991,1.4447965706282795,2656.
2243.658209726474,1595.1909039349189,1.4450777826901187,2656.5
2244.4053141459412,1595.913513125643,1.4453589893515535,2657.
2245.152563929451,1596.6362629217688,1.445640201748377,2657.5
2245.8999590997155,1597.3591533241924,1.4459214176287287,2658.
2246.6474996322995,1598.0821843338113,1.4462026316788614,2658.5
2247.395185543736,1598.8053559515215,1.446483850856222,2659.
2248.1430168214592,1599.5286681782195,1.446765071750006,2659.5
2248.890993488498,1600.252121014802,1.4470462882312727,2660.
2249.6391155255496,1600.975714462164,1.447327509493781,2660.5
2250.3873829424892,1601.6994485212022,1.447608737266874,2661.
2251.1357957378095,1602.423323192812,1.447889958857757,2661.5
2251.8843539117056,1603.1473384778888,1.448171189040492,2662.
2252.6330574766976,1603.8714943773289,1.4484524202627664,2662.5
2253.3819064114823,1604.595790892026,1.448733647270833,2663.
2254.1309007368577,1605.320228022876,1.44901488137626,2663.5
2254.8800404397352,1606.044805770774,1.4492961195768348,2664.
2255.629325526275,1606.7695241366146,1.449577358497548,2664.5
2256.378756007782,1607.4943831212922,1.4498585981784138,2665.
2257.1283318639084,1608.219382725701,1.4501398386549018,2665.5
2257.878053113856,1608.9445229507355,1.450421076095642,2666.
2258.6279197575063,1609.6698037972901,1.4507023213420194,2666.5
2259.3779317851117,1610.3952252662584,1.4509835688329957,2667.
2260.1280891989877,1611.120787358534,1.4512648121024263,2667.5
2260.878392010116,1611.8464900750105,1.451546060814885,2668.
2261.6288402092177,1612.5723334165818,1.4518273160562163,2668.5
2262.379433799503,1613.2983173841412,1.452108562744416,2669.
2263.13017279182,1614.0244419785809,1.4523898206534354,2669.5
2263.881057173393,1614.7507072007947,1.4526710777031586,2670.
2264.632086949833,1615.4771130516751,1.452952337042223,2670.5
2265.3832621279857,1616.2036595321151,1.4532335965501741,2671.
2266.1345826947345,1616.930346643007,1.4535148593398544,2671.5
2266.8860486686453,1617.6571743852423,1.4537961171218565,2672.
2267.637660037645,1618.3841427597145,1.4540773821673139,2672.5
2268.3894168109728,1619.1112517673141,1.4543586517475344,2673.
2269.1413189751615,1619.838501408934,1.4546399245994721,2673.5
2269.8933665493937,1620.5658916854659,1.4549211983295374,2674.
2270.6455595304037,1621.2934225978006,1.4552024705885163,2674.5
2271.397897915087,1622.02109414683,1.455483744064501,2675.
2272.150381700253,1622.7489063334451,1.4557650166340026,2675.5
2272.903010886497,1623.4768591585366,1.4560462930649067,2676.
2273.655785485938,1624.2049526229962,1.4563275780847635,2676.5
2274.4087054932506,1624.9331867277137,1.4566088585815913,2677.
2275.16177091459,1625.6615614735802,1.4568901361697741,2677.5
2275.914981736989,1626.3900768614858,1.4571714260264157,2678.
2276.668337969598,1627.1187328923206,1.4574527074944443,2678.5
2277.4218396211313,1627.847529566975,1.4577339984793332,2679.
2278.1754866751285,1628.576466886339,1.458015289586735,2679.5
2278.929279152044,1629.3055448513014,1.4582965811153903,2680.
2279.6832170396037,1630.0347634627528,1.4585778760198438,2680.5
2280.437300332288,1630.7641227215827,1.4588591719104225,2681.
2281.191529051934,1631.4936226286795,1.459140463864838,2681.5
2281.9459031933475,1632.2232631849324,1.4594217647252095,2682.
2282.7004227371685,1632.9530443912308,1.4597030648413778,2682.5
2283.4550877144484,1633.6829662484633,1.459984370167123,2683.
2284.2098981005906,1634.413028757519,1.4602656794375797,2683.5
2284.964853910536,1635.1432319192854,1.4605469834291038,2684.
2285.7199551514573,1635.8735757346512,1.4608282915335797,2684.5
2286.4752018005,1636.6040602045045,1.4611095966215704,2685.
2287.2305938822183,1637.334685329734,1.4613909074789868,2685.5
2287.986131384222,1638.0654511112266,1.4616722266773303,2686.
2288.7418143142577,1638.7963575498698,1.4619535400476458,2686.5
2289.497642666377,1639.527404646552,1.4622348525507898,2687.
2290.2536164474063,1640.2585924021596,1.4625161749397733,2687.5
2291.00973565751,1640.9899208175802,1.4627974993330133,2688.
2291.7660002937955,1641.7213898937011,1.4630788161333619,2688.5
2292.5224103662927,1642.452999631409,1.4633601415051343,2689.
2293.278965857623,1643.1847500315903,1.4636414671157287,2689.5
2294.035666793795,1643.916641095132,1.4639227983527856,2690.
2294.792513151175,1644.6486728229197,1.464204127491498,2690.5
2295.5495049495453,1645.3808452158405,1.4644854570486248,2691.
2296.3066421816347,1646.1131582747794,1.4647667905131287,2691.5
2297.063924850533,1646.845612000624,1.4650481278299479,2692.
2297.8213529521404,1647.5782063942584,1.4653294566566812,2692.5
2298.5789264864115,1648.3109414565688,1.465610801977091,2693.
2299.336645463338,1649.0438171884407,1.4658921406954464,2693.5
2300.094509883626,1649.776833590759,1.4661734756767741,2694.
2300.8525197310787,1650.5099906644095,1.4664548234221733,2694.5
2301.6106750272875,1651.2432884102768,1.466736170632036,2695.
2302.3689757743496,1651.9767268292453,1.4670175121397446,2695.5
2303.1274219487655,1652.7103059222,1.4672988692577338,2696.
2303.886013577182,1653.4440256900257,1.4675802145438739,2696.5
2304.644750647234,1654.177886133606,1.4678615667935224,2697.
2305.4036331537523,1654.9118872538252,1.4681429250752687,2697.5
2306.162661122201,1655.646029051568,1.468424278239216,2698.
2306.921834522424,1656.380311527717,1.4687056376960355,2698.5
2307.6811533808473,1657.1147346831572,1.4689869973117518,2699.
2308.440617688239,1657.8492985187713,1.469268361592449,2699.5
2309.2002274412303,1658.584003035443,1.4695497215388065,2700.
2309.959982647704,1659.3188482340552,1.4698310851554934,2700.5
2310.719883303614,1660.053834115491,1.47011244674248,2701.
2311.4799294156596,1660.7889606806339,1.470393819470735,2701.5
2312.24012097421,1661.5242279303661,1.470675186327479,2702.
2313.0004579902306,1662.25963586557,1.4709565579254924,2702.5
2313.7609404673694,1662.995184487128,1.4712379384563206,2703.
2314.521568392676,1663.730873795923,1.47151930946384,2703.5
2315.282341785247,1664.4667037928366,1.4718006862891753,2704.
2316.043260633201,1665.2026744787509,1.4720820690652157,2704.5
2316.8043249301227,1665.9387858545474,1.4723634492667452,2705.
2317.5655346942776,1666.675037921108,1.4726448325202535,2705.5
2318.326889923529,1667.4114306793144,1.472926209299528,2706.
2319.0883906091744,1668.1479641300475,1.473207597226074,2706.5
2319.8500367540346,1668.8846382741885,1.4734889824733932,2707.
2320.6118283636206,1669.6214531126184,1.4737703794917056,2707.5
2321.3737654412976,1670.3584086462183,1.4740517714669787,2708.
2322.135847992522,1671.0955048758688,1.4743331622363351,2708.5
2322.898075997923,1671.83274180245,1.4746145507938815,2709.
2323.6604494768217,1672.5701194268436,1.4748959494325513,2709.5
2324.4229684216584,1673.3076377499278,1.475177351805008,2710.
2325.1856328345484,1674.0452967725837,1.475458750070983,2710.5
2325.9484427152597,1674.7830964956916,1.4757401564080412,2711.
2326.711398068554,1675.5210369201304,1.4760215573491093,2711.5
2327.474498897246,1676.2591180467807,1.4763029645976495,2712.
2328.2377451957104,1676.997339876521,1.47658436706477,2712.5
2329.0011369648505,1677.7357024102307,1.4768657802801153,2713.
2329.7646742144434,1678.4742056487898,1.477147188704261,2713.5
2330.5283569329367,1679.2128495930756,1.4774286046805694,2714.
2331.29218513556,1679.9516342439688,1.4777100188321788,2714.5
2332.056158811043,1680.6905596023466,1.4779914345080323,2715.
2332.8202779562043,1681.4296256690882,1.47827285003802,2715.5
2333.584542598242,1682.1688324450715,1.4785542651181076,2716.
2334.3489527027696,1682.9081799311753,1.4788356859181417,2716.5
2335.1135082981255,1683.647668128277,1.4791171099562084,2717.
2335.8782093760724,1684.387297037255,1.4793985368689142,2717.5
2336.643055933044,1685.1270666589862,1.4796799624705717,2718.
2337.408047977334,1685.866976994349,1.4799613874863635,2718.5
2338.1731855053818,1686.607028044221,1.4802428222006458,2719.
2338.9384685166156,1687.3472198094782,1.4805242528777138,2719.5
2339.7038970099343,1688.0875522909987,1.4808056874582467,2720.
2340.4694710004433,1688.8280254896586,1.4810871215830899,2720.5
2341.235190469221,1689.568639406336,1.4813685598436677,2721.
2342.0010554354626,1690.3093940419062,1.4816499995506218,2721.5
2342.767065883957,1691.0502893972466,1.4819314355990982,2722.
2343.5332218291906,1691.7913254732325,1.482212879129581,2722.5
2344.299523258524,1692.5325022707411,1.4824943175188174,2723.
2345.065970185586,1693.2738197906478,1.4827757722703736,2723.5
2345.832562612213,1694.0152780338285,1.4830572149463719,2724.
2346.5993005246464,1694.7568770011594,1.4833386663248835,2724.5
2347.3661839391893,1695.498616693515,1.4836201176833645,2725.
2348.133212843562,1696.2404971117717,1.4839015635352781,2725.5
2348.900387246075,1696.9825182568043,1.4841830272170906,2726.
2349.6677071502477,1697.7246801294873,1.4844644776011067,2726.5
2350.435172554221,1698.4669827306966,1.48474593343206,2727.
2351.202783453226,1699.2094260613067,1.4850273962713012,2727.5
2351.9705398515184,1699.952010122192,1.4853088599681066,2728.
2352.7384417607477,1700.6947349142265,1.4855903249430313,2728.5
2353.506489158718,1701.4376004382852,1.4858717876682954,2729.
2354.2746820743523,1702.1806066952422,1.486153257060577,2729.5
2355.043020484524,1702.923753685971,1.4864347180296622,2730.
2355.811504402821,1703.6670414113455,1.486716188713848,2730.5
2356.580133830717,1704.41046987224,1.4869976627451544,2731.
2357.3489087649864,1705.1540390695272,1.4872791337481055,2731.5
2358.117829209695,1705.897749004081,1.4875606120179443,2732.
2358.886895159003,1706.6415996767746,1.4878420923065796,2732.5
2359.656106619739,1707.3855910884809,1.488123566164212,2733.
2360.4254635817374,1708.1297232400725,1.4884050467810903,2733.5
2361.194966068474,1708.8739961324231,1.4886865318578288,2734.
2361.964614059036,1709.6184097664036,1.4889680141638097,2734.5
2362.7344075700025,1710.3629641428884,1.4892495049271206,2735.
2363.504346592439,1711.1076592627487,1.489530988000156,2735.5
2364.274431126954,1711.852495126856,1.4898124797009065,2736.
2365.044661181929,1712.5974717360841,1.4900939657431624,2736.5
2365.815036757401,1713.3425890913031,1.490375458812584,2737.
2366.58555784588,1714.0878471933856,1.4906569609981295,2737.5
2367.35622445424,1714.833246043203,1.4909384546899074,2738.
2368.127036571736,1715.5787856416264,1.4912199472246583,2738.5
2368.897994229312,1716.3244659895272,1.4915014494419816,2739.
2369.669097397292,1717.0702870877758,1.4917829554880606,2739.5
2370.4403460840463,1717.8162489372444,1.492064458501573,2740.
2371.2117403017137,1718.562351538803,1.492345959859011,2740.5
2371.983280042987,1719.3085948933217,1.4926274714706567,2741.
2372.754965299841,1720.0549790016712,1.4929089808602996,2741.5
2373.526796095262,1720.8015038647231,1.4931904836199241,2742.
2374.2987724137424,1721.5481694833456,1.4934720015592216,2742.5
2375.0708942591355,1722.29497585841,1.4937535075842072,2743.
2375.843161634322,1723.0419229907852,1.4940350314153086,2743.5
2376.6155745371825,1723.7890108813417,1.494316543568124,2744.
2377.388132972246,1724.5362395309485,1.4945980664260337,2744.5
2378.1608369373457,1725.2836089404755,1.494879579664729,2745.
2378.9336864375896,1726.0311191107908,1.4951611115210985,2745.5
2379.7066814633386,1726.7787700427648,1.495442628531852,2746.
2380.4798220284633,1727.5265617372652,1.4957241575570766,2746.5
2381.2531081315306,1728.2744941951614,1.4960056832228934,2747.
2382.0265397653384,1729.0225674173225,1.4962872148652957,2747.5
2382.8001169463632,1729.7707814046162,1.4965687415181113,2748.
2383.5738396538113,1730.519136157911,1.4968502807073352,2748.5
2384.3477079012064,1731.2676316780748,1.4971318085604761,2749.
2385.1217216957707,1732.016267965976,1.4974133528827942,2749.5
2385.895881024049,1732.7650450224824,1.4976948892858934,2750.
2386.67018588963,1733.5139628484608,1.4979764231913477,2750.5
2387.4446363021248,1734.26302144478,1.4982579705347647,2751.
2388.2192322609158,1735.012220812307,1.498539508500524,2751.5
2388.993973766147,1735.7615609519085,1.4988210564872173,2752.
2389.7688608042276,1736.5110418644522,1.4991026048188303,2752.5
2390.543893397638,1737.2606635508046,1.4993841482675312,2753.
2391.319071530884,1738.0104260118328,1.4996656978210055,2753.5
2392.0943952208654,1738.7603292484032,1.4999472592172876,2754.
2392.869864453782,1739.5103732613825,1.5002288059177635,2754.5
2393.6454792339055,1740.2605580516365,1.5005103675326543,2755.
2394.421239571111,1741.010883620032,1.5007919197177815,2755.5
2395.1971454540235,1741.7613499674344,1.501073476471457,2756.
2395.9731968898245,1742.5119570947104,1.5013550380276226,2756.5
2396.7493938784246,1743.262705002725,1.501636602448679,2757.
2397.525736428521,1744.0135936923439,1.5019181627838847,2757.5
2398.3022245207753,1744.7646231644321,1.5021997276967431,2758.
2399.0788581783713,1745.515793419856,1.5024812999122237,2758.5
2399.855637390387,1746.26710445948,1.5027628733213574,2759.
2400.632562156396,1747.0185562841684,1.5030444396611236,2759.5
2401.4096324794723,1747.7701488947869,1.5033260170842155,2760.
2402.1868483638855,1748.5218822922002,1.5036075838659229,2760.5
2402.9642098093327,1749.273756477272,1.503889158548413,2761.
2403.7417168211036,1750.025771450868,1.504170743750853,2761.5
2404.519369391166,1750.777927213851,1.504452324016793,2762.
2405.297167518523,1751.5302237670853,1.504733901731155,2762.5
2406.0751112161247,1752.2826611114351,1.5050154833747849,2763.
2406.8532004751737,1753.0352392477644,1.5052970682830444,2763.5
2407.6314352988525,1753.7879581769362,1.5055786542729723,2764.
2408.409815686074,1754.5408178998146,1.5058602479546581,2764.5
2409.1883416518367,1755.2938184172622,1.5061418332538068,2765.
2409.967013176374,1756.0469597301426,1.5064234250432254,2765.5
2410.745830272504,1756.800241839319,1.5067050190956233,2766.
2411.524792937084,1757.5536647456534,1.506986612008215,2766.5
2412.303901174128,1758.307228450009,1.5072682110112405,2767.
2413.0831549860986,1759.0609329532485,1.5075498100824467,2767.5
2413.8625543659346,1759.8147782562341,1.5078314119082188,2768.
2414.6420993179877,1760.568764359828,1.5081130180810798,2768.5
2415.42178984314,1761.322891264892,1.508394614806268,2769.
2416.2016259554325,1762.0771589722885,1.5086762243406435,2769.5
2416.9816076334578,1762.8315674828787,1.5089578250721025,2770.
2417.761734893237,1763.586116797525,1.5092394426471147,2770.5
2418.5420077292574,1764.3408069170887,1.5095210515275708,2771.
2419.322426138197,1765.0956378424307,1.509802662486831,2771.5
2420.1029901326183,1765.8506095744128,1.5100842742137752,2772.
2420.8836997132303,1766.605722113895,1.5103658908842479,2772.5
2421.664554869477,1767.3609754617391,1.5106475139565883,2773.
2422.445555600496,1768.116369618806,1.5109291336285937,2773.5
2423.2267019236815,1768.8719045859552,1.5112107486719153,2774.
2424.0079938347117,1769.6275803640483,1.5114923776915286,2774.5
2424.7894313209913,1770.3833969539446,1.5117739932535448,2775.
2425.5710144050454,1771.139354356505,1.5120556217057786,2775.5
2426.3527430665786,1771.895452572589,1.5123372472261454,2776.
2427.134617312985,1772.6516916030564,1.5126188805156895,2776.5
2427.916637160373,1773.4080714487677,1.5129005112901357,2777.
2428.6988025903484,1774.1645921105815,1.513182149476867,2777.5
2429.481113607346,1774.921253589357,1.513463776102429,2778.
2430.2635702231537,1775.678055885955,1.5137454169180604,2778.5
2431.0461724236525,1776.4349990012324,1.5140270514916678,2779.
2431.828920222382,1777.1920829360497,1.514308695376393,2779.5
2432.6118136087175,1777.9493076912659,1.5145903393681914,2780.
2433.39485260141,1778.706673267738,1.5148719804149295,2780.5
2434.17803718332,1779.464179666326,1.5151536267461523,2781.
2434.9613673515623,1780.2218268878873,1.515435268961613,2781.5
2435.744843130182,1780.979614933281,1.5157169211126424,2782.
2436.5284645097854,1781.7375438033641,1.5159985730976488,2782.5
2437.3122314792013,1782.4956134989952,1.5162802192519402,2783.
2438.0961440583183,1783.253824021032,1.516561879546243,2783.5
2438.880202232416,1784.0121753703315,1.5168435272890208,2784.
2439.664406000485,1784.770667547752,1.517125186699462,2784.5
2440.4487553828117,1785.5293005541503,1.517406851517826,2785.
2441.2332503657362,1786.2880743903838,1.5176885104098623,2785.5
2442.017890951054,1787.046989057309,1.5179701663195737,2786.
2442.8026771472437,1787.8060445557835,1.518251830964546,2786.5
2443.5876089441276,1788.565240886663,1.5185334990589392,2787.
2444.372686353956,1789.3245780508055,1.5188151717202878,2787.5
2445.1579093733944,1790.0840560490656,1.5190968396111246,2788.
2445.9432779949707,1790.843674882301,1.5193785039502756,2788.5
2446.728792227411,1791.6034345513672,1.5196601810646686,2789.
2447.5144520742406,1792.3633350571208,1.5199418522021069,2789.5
2448.300257529791,1793.1233764004164,1.5202235303807554,2790.
2449.0862085994845,1793.8835585821103,1.5205052026289323,2790.5
2449.872305278252,1794.6438816030582,1.5207868882242463,2791.
2450.6585475760617,1795.4043454641155,1.5210685655289697,2791.5
2451.444935486933,1796.1649501661373,1.5213502508764094,2792.
2452.2314690232442,1796.9256957099778,1.521631930910956,2792.5
2453.0181481700756,1797.6865820964936,1.5219136172514591,2793.
2453.8049729284417,1798.447609326538,1.5221953054244781,2793.5
2454.591943307641,1799.208777400967,1.5224769963860343,2794.
2455.3790593170456,1799.9700863206335,1.5227586944435638,2794.5
2456.166320938114,1800.7315360863931,1.5230403842258635,2795.
2456.9537281775765,1801.4931266990998,1.5233220787922703,2795.5
2457.7412810434444,1802.2548581596066,1.5236037697531182,2796.
2458.5289795379103,1803.0167304687684,1.5238854731391323,2796.5
2459.3168236449396,1803.7787436274389,1.5241671712827416,2797.
2460.10481338764,1804.5408976364715,1.524448871852102,2797.5
2460.8929487468413,1805.303192496719,1.5247305808460387,2798.
2461.6812297441556,1806.0656282090358,1.5250122792880232,2798.5
2462.4696563562193,1806.828204774275,1.5252939915577362,2799.
2463.258228604511,1807.5909221932884,1.5255756931517916,2799.5
2464.0469464772505,1808.35378046693,1.5258574074935551,2800.
2464.8358099874313,1809.1167795960523,1.5261391157719097,2800.5
2465.6248191226946,1809.8799195815072,1.5264208367811283,2801.
2466.413973890188,1810.6432004241483,1.5267025486504615,2801.5
2467.203274300424,1811.4066221248268,1.5269842685635535,2802.
2467.9927203292386,1812.1701846843953,1.5272659786186358,2802.5
2468.782312004062,1812.9338881037056,1.5275477036666283,2803.
2469.572049308507,1813.6977323836095,1.5278294281373117,2803.5
2470.361932250053,1814.461717524959,1.5281111508824856,2804.
2471.151960831583,1815.2258435286058,1.528392875308166,2804.5
2471.9421350548246,1815.9901103954003,1.5286746058861769,2805.
2472.73245491206,1816.7545181261944,1.5289563305256249,2805.5
2473.52292040768,1817.5190667218394,1.5292380602746767,2806.
2474.3135315418563,1818.2837561831861,1.5295197918532613,2806.5
2475.104288322217,1819.048586511085,1.5298015275149763,2807.
2475.8951907426685,1819.8135577063867,1.530083265850208,2807.5
2476.686238811208,1820.5786697699423,1.5303650019286168,2808.
2477.4774325167855,1821.3439227026015,1.5306467422420618,2808.5
2478.2687718808484,1822.1093165052152,1.5309284770089917,2809.
2479.060256879615,1822.874851178633,1.5312102182911906,2809.5
2479.8518875279333,1823.640526723705,1.5314919674550156,2810.
2480.6436638200184,1824.406343141281,1.5317737131559401,2810.5
2481.435585769871,1825.1723004322102,1.5320554622882034,2811.
2482.2276533603044,1825.9383985973427,1.5323372055978808,2811.5
2483.0198666018064,1826.7046376375274,1.532618958930753,2812.
2483.8122254978994,1827.4710175536138,1.5329007163126716,2812.5
2484.604730052323,1828.237538346451,1.5331824713355264,2813.
2485.39738025557,1829.0042000168878,1.533464219434493,2813.5
2486.190176104264,1829.7710025657725,1.5337459791315058,2814.
2486.983117620827,1830.537945993954,1.5340277393695885,2814.5
2487.7762047813117,1831.305030302281,1.5343094984519368,2815.
2488.5694376128026,1832.072255491602,1.534591263259497,2815.5
2489.3628160873827,1832.839621562764,1.534873030728816,2816.
2490.1563402287975,1833.6071285166163,1.5351547990850731,2816.5
2490.950010026009,1834.3747763540068,1.5354365683702866,2817.
2491.7438254808285,1835.1425650757824,1.5357183360632665,2817.5
